word,reading,meaning,level,social_context,heatmap_data,insight_text,created_at
不充分,ふじゅうぶん,不够，不完全，不充分,N2,"{'casual': {'reason': '名词本身较中性，口语里容易落地。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '名词在书面表达中通常兼容度高。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '只要搭配自然，多数场景可用。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'说明文': 75, '会议汇报': 95, '职场沟通': 85}",「不充分」作为名词时，重点不只在字面意思“不够，不完全，不充分”，还在它常常落进什么语境里。这个词更自然的时候，通常会和具体动作、状态或评价搭在一起，而不是孤零零地摆着。看例句时可以留意它前后最容易靠近哪些动词或修饰语，那些搭配比单独背释义更能决定你以后用出来像不像日语。,2026-05-03 06:26:08.744074+00:00
年功序列,ねんこうじょれつ,按工龄、贡献决定职位的制度；论资排辈,N2,"{'casual': {'reason': '名词本身较中性，口语里容易落地。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '名词在书面表达中通常兼容度高。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '只要搭配自然，多数场景可用。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'社会话题': 85, '职场潜规则': 95, '评论/议论文': 75}",「年功序列」作为名词时，重点不只在字面意思“按工龄、贡献决定职位的制度；论资排辈”，还在它常常落进什么语境里。这个词更自然的时候，通常会和具体动作、状态或评价搭在一起，而不是孤零零地摆着。看例句时可以留意它前后最容易靠近哪些动词或修饰语，那些搭配比单独背释义更能决定你以后用出来像不像日语。,2026-05-03 06:26:08.744074+00:00
排出,はいしゅつ,排出，放出；排泄,N2,"{'casual': {'reason': '名词本身较中性，口语里容易落地。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '名词在书面表达中通常兼容度高。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '只要搭配自然，多数场景可用。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'说明文': 75, '新闻报道': 85, '社会话题': 95}",「排出」作为名词时，重点不只在字面意思“排出，放出；排泄”，还在它常常落进什么语境里。这个词更自然的时候，通常会和具体动作、状态或评价搭在一起，而不是孤零零地摆着。看例句时可以留意它前后最容易靠近哪些动词或修饰语，那些搭配比单独背释义更能决定你以后用出来像不像日语。,2026-05-03 06:26:08.744074+00:00
取り引き,とりひき,交易；做交易,N2,"{'casual': {'reason': '名词本身较中性，口语里容易落地。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '名词在书面表达中通常兼容度高。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '只要搭配自然，多数场景可用。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'公司日常': 75, '商务礼仪': 95, '职场沟通': 85}",「取り引き」作为名词时，重点不只在字面意思“交易；做交易”，还在它常常落进什么语境里。这个词更自然的时候，通常会和具体动作、状态或评价搭在一起，而不是孤零零地摆着。看例句时可以留意它前后最容易靠近哪些动词或修饰语，那些搭配比单独背释义更能决定你以后用出来像不像日语。,2026-05-03 06:26:08.744074+00:00
見入る,みいる,注视，看入迷,N2,"{'casual': {'reason': '放在生活口语里通常自然。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '放在书面句子里问题不大。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '需看搭配，但一般可用于说明动作或状态。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'叙事描写': 95, '情绪表达': 75, '日常会话': 85}",「見入る」的关键在于它进入句子后的用法位置，而不只是词典里的中文意思“注视，看入迷”。和许多同类表达一样，它真正自然的时候往往依赖搭配：前面接什么，后面跟什么，语气会不会太重。比起单独记意思，更值得留意的是例句里它出现时整句是叙述、判断还是描写，这会直接影响它用出来的质感。,2026-05-03 06:26:08.744074+00:00
年下,としした,年幼，年纪小,N2,"{'casual': {'reason': '名词本身较中性，口语里容易落地。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '名词在书面表达中通常兼容度高。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '只要搭配自然，多数场景可用。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'日常会话': 90, '朋友闲聊': 85, '职场潜规则': 80}",「年下」作为名词时，重点不只在字面意思“年幼，年纪小”，还在它常常落进什么语境里。这个词更自然的时候，通常会和具体动作、状态或评价搭在一起，而不是孤零零地摆着。看例句时可以留意它前后最容易靠近哪些动词或修饰语，那些搭配比单独背释义更能决定你以后用出来像不像日语。,2026-05-03 06:26:08.744074+00:00
途端に,とたんに,突然,N1,"{'casual': {'reason': '口语里能用，但要看语气轻重。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '副词在书面描述中通常更稳定。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '放在说明、评价、汇报里较自然。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'人物描写': 85, '叙事描写': 95, '日常会话': 80}",「途端に」偏向给整句话加一层说话人的判断或语气，不只是补充意思。它常见于描写印象、推断或评价，所以真正自然的地方往往不在单独解释词义，而在它放进句子后带出的语感变化。和别的副词相比，用它时要注意句子整体的温度：如果前后本来很口语、很轻，它可能会显得稍微用力；如果前后是说明、评论、叙述，它就会更顺。读的时候可以把重点放在它怎样影响整句口气，而不只是记住“突然”这个释义。,2026-05-03 06:26:08.744074+00:00
とっくに,とっくに,老早，很早以前,N1,"{'casual': {'reason': '口语里能用，但要看语气轻重。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '副词在书面描述中通常更稳定。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '放在说明、评价、汇报里较自然。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'家庭场景': 75, '日常会话': 95, '朋友闲聊': 85}",「とっくに」偏向给整句话加一层说话人的判断或语气，不只是补充意思。它常见于描写印象、推断或评价，所以真正自然的地方往往不在单独解释词义，而在它放进句子后带出的语感变化。和别的副词相比，用它时要注意句子整体的温度：如果前后本来很口语、很轻，它可能会显得稍微用力；如果前后是说明、评论、叙述，它就会更顺。读的时候可以把重点放在它怎样影响整句口气，而不只是记住“老早，很早以前”这个释义。,2026-05-03 06:26:08.744074+00:00
とっさに,とっさに,一瞬间,N1,"{'casual': {'reason': '口语里能用，但要看语气轻重。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '副词在书面描述中通常更稳定。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '放在说明、评价、汇报里较自然。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'叙事描写': 85, '情绪表达': 70, '日常会话': 90}",「とっさに」偏向给整句话加一层说话人的判断或语气，不只是补充意思。它常见于描写印象、推断或评价，所以真正自然的地方往往不在单独解释词义，而在它放进句子后带出的语感变化。和别的副词相比，用它时要注意句子整体的温度：如果前后本来很口语、很轻，它可能会显得稍微用力；如果前后是说明、评论、叙述，它就会更顺。读的时候可以把重点放在它怎样影响整句口气，而不只是记住“一瞬间”这个释义。,2026-05-03 06:26:08.744074+00:00
情け無い,なさけない,可怜的；没有同情心的,N2,"{'casual': {'reason': '放在生活口语里通常自然。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '放在书面句子里问题不大。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '需看搭配，但一般可用于说明动作或状态。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'情绪表达': 95, '日常会话': 75, '朋友闲聊': 85}",「情け無い」的关键在于它进入句子后的用法位置，而不只是词典里的中文意思“可怜的；没有同情心的”。和许多同类表达一样，它真正自然的时候往往依赖搭配：前面接什么，后面跟什么，语气会不会太重。比起单独记意思，更值得留意的是例句里它出现时整句是叙述、判断还是描写，这会直接影响它用出来的质感。,2026-05-03 06:26:08.744074+00:00
成し遂げる,なしとげる,完成,N2,"{'casual': {'reason': '放在生活口语里通常自然。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '放在书面句子里问题不大。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '需看搭配，但一般可用于说明动作或状态。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'会议汇报': 85, '抽象讨论': 70, '职场沟通': 95}",「成し遂げる」的关键在于它进入句子后的用法位置，而不只是词典里的中文意思“完成”。和许多同类表达一样，它真正自然的时候往往依赖搭配：前面接什么，后面跟什么，语气会不会太重。比起单独记意思，更值得留意的是例句里它出现时整句是叙述、判断还是描写，这会直接影响它用出来的质感。,2026-05-03 06:26:08.744074+00:00
成り行き,なりゆき,趋势，发展，过程，结果,N2,"{'casual': {'reason': '名词本身较中性，口语里容易落地。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '名词在书面表达中通常兼容度高。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '只要搭配自然，多数场景可用。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'抽象讨论': 70, '新闻报道': 80, '职场沟通': 90}",「成り行き」作为名词时，重点不只在字面意思“趋势，发展，过程，结果”，还在它常常落进什么语境里。这个词更自然的时候，通常会和具体动作、状态或评价搭在一起，而不是孤零零地摆着。看例句时可以留意它前后最容易靠近哪些动词或修饰语，那些搭配比单独背释义更能决定你以后用出来像不像日语。,2026-05-03 06:26:08.744074+00:00
ニーズ,ニーズ,需要，要求,N2,"{'casual': {'reason': '名词本身较中性，口语里容易落地。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '名词在书面表达中通常兼容度高。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '只要搭配自然，多数场景可用。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'说明文': 75, '商务礼仪': 95, '职场沟通': 85}",「ニーズ」作为名词时，重点不只在字面意思“需要，要求”，还在它常常落进什么语境里。这个词更自然的时候，通常会和具体动作、状态或评价搭在一起，而不是孤零零地摆着。看例句时可以留意它前后最容易靠近哪些动词或修饰语，那些搭配比单独背释义更能决定你以后用出来像不像日语。,2026-05-03 06:26:08.744074+00:00
ノーハウ,ノーハウ,技术情报；技术诀窍,N2,"{'casual': {'reason': '名词本身较中性，口语里容易落地。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '名词在书面表达中通常兼容度高。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '只要搭配自然，多数场景可用。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'说明文': 75, '公司日常': 95, '职场沟通': 85}",「ノーハウ」作为名词时，重点不只在字面意思“技术情报；技术诀窍”，还在它常常落进什么语境里。这个词更自然的时候，通常会和具体动作、状态或评价搭在一起，而不是孤零零地摆着。看例句时可以留意它前后最容易靠近哪些动词或修饰语，那些搭配比单独背释义更能决定你以后用出来像不像日语。,2026-05-03 06:26:08.744074+00:00
水色,みずいろ,淡蓝色,N2,"{'casual': {'reason': '名词本身较中性，口语里容易落地。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '名词在书面表达中通常兼容度高。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '只要搭配自然，多数场景可用。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'人物描写': 95, '叙事描写': 85, '日常会话': 75}",「水色」作为名词时，重点不只在字面意思“淡蓝色”，还在它常常落进什么语境里。这个词更自然的时候，通常会和具体动作、状态或评价搭在一起，而不是孤零零地摆着。看例句时可以留意它前后最容易靠近哪些动词或修饰语，那些搭配比单独背释义更能决定你以后用出来像不像日语。,2026-05-03 06:26:08.744074+00:00
臨む,のぞむ,面对；身临；应对,N2,"{'casual': {'reason': '放在生活口语里通常自然。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '放在书面句子里问题不大。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '需看搭配，但一般可用于说明动作或状态。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'会议': 95, '抽象讨论': 75, '职场沟通': 85}",「臨む」的关键在于它进入句子后的用法位置，而不只是词典里的中文意思“面对；身临；应对”。和许多同类表达一样，它真正自然的时候往往依赖搭配：前面接什么，后面跟什么，语气会不会太重。比起单独记意思，更值得留意的是例句里它出现时整句是叙述、判断还是描写，这会直接影响它用出来的质感。,2026-05-03 06:26:08.744074+00:00
伸び,のび,伸展，发展；延期,N2,"{'casual': {'reason': '名词本身较中性，口语里容易落地。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '名词在书面表达中通常兼容度高。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '只要搭配自然，多数场景可用。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'公司日常': 90, '抽象讨论': 70, '社会话题': 85}",「伸び」作为名词时，重点不只在字面意思“伸展，发展；延期”，还在它常常落进什么语境里。这个词更自然的时候，通常会和具体动作、状态或评价搭在一起，而不是孤零零地摆着。看例句时可以留意它前后最容易靠近哪些动词或修饰语，那些搭配比单独背释义更能决定你以后用出来像不像日语。,2026-05-03 06:26:08.744074+00:00
はっと,はっと,突然想起；（因意外事件而）吃惊,N1,"{'casual': {'reason': '口语里能用，但要看语气轻重。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '副词在书面描述中通常更稳定。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '放在说明、评价、汇报里较自然。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'叙事描写': 75, '情绪表达': 95, '日常会话': 85}",「はっと」偏向给整句话加一层说话人的判断或语气，不只是补充意思。它常见于描写印象、推断或评价，所以真正自然的地方往往不在单独解释词义，而在它放进句子后带出的语感变化。和别的副词相比，用它时要注意句子整体的温度：如果前后本来很口语、很轻，它可能会显得稍微用力；如果前后是说明、评论、叙述，它就会更顺。读的时候可以把重点放在它怎样影响整句口气，而不只是记住“突然想起；（因意外事件而）吃惊”这个释义。,2026-05-03 06:26:08.744074+00:00
ばらばら,ばらばら,零乱，散乱,N1,"{'casual': {'reason': '口语里能用，但要看语气轻重。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '副词在书面描述中通常更稳定。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '放在说明、评价、汇报里较自然。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'抽象讨论': 75, '日常会话': 95, '朋友闲聊': 85}",「ばらばら」偏向给整句话加一层说话人的判断或语气，不只是补充意思。它常见于描写印象、推断或评价，所以真正自然的地方往往不在单独解释词义，而在它放进句子后带出的语感变化。和别的副词相比，用它时要注意句子整体的温度：如果前后本来很口语、很轻，它可能会显得稍微用力；如果前后是说明、评论、叙述，它就会更顺。读的时候可以把重点放在它怎样影响整句口气，而不只是记住“零乱，散乱”这个释义。,2026-05-03 06:26:08.744074+00:00
ひいき,ひいき,关照；偏袒；赞助者,N2,"{'casual': {'reason': '名词本身较中性，口语里容易落地。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '名词在书面表达中通常兼容度高。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '只要搭配自然，多数场景可用。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'商务礼仪': 75, '日常会话': 85, '职场潜规则': 95}",「ひいき」作为名词时，重点不只在字面意思“关照；偏袒；赞助者”，还在它常常落进什么语境里。这个词更自然的时候，通常会和具体动作、状态或评价搭在一起，而不是孤零零地摆着。看例句时可以留意它前后最容易靠近哪些动词或修饰语，那些搭配比单独背释义更能决定你以后用出来像不像日语。,2026-05-03 06:26:08.744074+00:00
とりわけ,とりわけ,特别，尤其，格外,N1,"{'casual': {'reason': '口语里能用，但要看语气轻重。', 'allowed': True, 'label_ja': 'カジュアル', 'label_zh': '朋友间'}, 'formal': {'reason': '副词在书面描述中通常更稳定。', 'allowed': True, 'label_ja': 'フォーマル', 'label_zh': '正式书面'}, 'business': {'reason': '放在说明、评价、汇报里较自然。', 'allowed': True, 'label_ja': 'ビジネス', 'label_zh': '职场表达'}}","{'抽象讨论': 70, '日常会话': 90, '朋友闲聊': 80}",「とりわけ」偏向给整句话加一层说话人的判断或语气，不只是补充意思。它常见于描写印象、推断或评价，所以真正自然的地方往往不在单独解释词义，而在它放进句子后带出的语感变化。和别的副词相比，用它时要注意句子整体的温度：如果前后本来很口语、很轻，它可能会显得稍微用力；如果前后是说明、评论、叙述，它就会更顺。读的时候可以把重点放在它怎样影响整句口气，而不只是记住“特别，尤其，格外”这个释义。,2026-05-03 06:26:08.744074+00:00
